ID,Candidate State,Age Range,Residence,Sex,Protected category,TAG,Study area,Study Title,Years Experience,Sector,Last Role,Year of insertion,Recruitment Request,Assumption Headquarters,Job Family Hiring,Job Title Hiring,Overall,Job Description,Candidate Profile,Years Experience.1,Minimum Ral,Ral Maximum,Study Level,Study Area.1,Akkodis headquarters,Current Ral,Expected Ral,Technical Skills,Standing/Position,Comunication,Maturity,Dynamism,Mobility,English,number_of_searches,Hired,Residence Country,Residence Italian Region,Residence Italian Province,Residence Italian City IT,Residence Italian City EN,Italian Residence,European Residence,Assumption HQ Lat,Assumption HQ Lng,Akkodis HQ Lat,Akkodis HQ Lng,Residence Lat,Residence Lon,candidate_text,Distance Residence - Akkodis HQ,Distance Residence - Assumption HQ
2194,in selection,26 - 30 years,PORTO TORRES » Sassari ~ Sardinia,Male,False,"., SOLIDWORKS, CATIA V5, AMESIM, AUTOCAD, OFFICE, SOLIDWORKS, CATIA, AMESIM",Automotive Engineering,Five-year degree,[0],Others,recent master's graduate,[2023],,,,,2.0,,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,2.5,3.0,417.0,False,ITALY,Sardinia,Sassari,Porto Torres,PORTO TORRES,True,True,,,,,40.8369,8.4014,"Five-year degree in Automotive Engineering. Worked in the Others sector. Last held the role of recent master's graduate. with [0] years of experience. Key skills include: ., SOLIDWORKS, CATIA V5, AMESIM, AUTOCAD, OFFICE, SOLIDWORKS, CATIA, AMESIM.",,
2246,in selection,40 - 45 years,CECINA » Livorno ~ Tuscany,Male,False,"HYDRAUILC SPECIALIST, MECHANICAL MAINTENANCE, MECHANICAL PLANNER, SAP",Other,Professional qualification,[+10],Oil and Gas,maintenance planner,[2020],,,,,1.0,,,,,,,,,,,1.0,2.0,1.5,1.5,2.0,3.0,3.0,1226.0,False,ITALY,Tuscany,Livorno,Cecina,CECINA,True,True,,,,,43.3139,10.525,"Professional qualification in Other. Worked in the Oil and Gas sector. Last held the role of maintenance planner. with [+10] years of experience. Key skills include: HYDRAUILC SPECIALIST, MECHANICAL MAINTENANCE, MECHANICAL PLANNER, SAP.",,
2281,in selection,20 - 25 years,SAN GIORGIO A CREMANO » Naples ~ Campania,Male,False,"C++, COMPUTER ENGINEERING, SOFTWARE",computer engineering,Five-year degree,[0],Services and Information Systems,"c programmer, testing safety-critical systems",[2023],,,,,2.5,,,,,,,,,,,2.5,1.5,2.0,2.0,2.5,3.0,3.0,347.5,False,ITALY,Campania,Naples,San Giorgio a Cremano,SAN GIORGIO A CREMANO,True,True,,,,,40.8333,14.3333,"Five-year degree in computer engineering. Worked in the Services and Information Systems sector. Last held the role of c programmer, testing safety-critical systems. with [0] years of experience. Key skills include: C++, COMPUTER ENGINEERING, SOFTWARE.",,
2344,in selection,26 - 30 years,AFFILE » Rome ~ Lazio,Male,False,"NRG, PROCESS ENGINEERING, OIL&GAS, PROCESS ENGINEER",chemical engineering,Five-year degree,[0-1],Oil and Gas,process engineer,[2021],,,,,2.0,,,,,,,,,27000.0,,2.0,1.5,2.0,2.0,1.5,1.5,2.0,409.0,False,ITALY,Lazio,Rome,Affile,AFFILE,True,True,,,,,41.88435,13.09853,"Five-year degree in chemical engineering. Worked in the Oil and Gas sector. Last held the role of process engineer. with [0-1] years of experience. Key skills include: NRG, PROCESS ENGINEERING, OIL&GAS, PROCESS ENGINEER.",,
2439,in selection,20 - 25 years,TURIN » Turin ~ Piedmont,Female,False,"BLOCKCHAIN, HTML, CSS, JS, PHP, MS PROJECT, EXCEL, OFFICE, JAVASCRIPT, CSS, HTML, PROJECT MAANAGEMENT",Management Engineering,Five-year degree,[1-3],Consulting,software developer,[2021],,,,,2.5,,,,,,,,,,,2.0,2.5,3.0,2.0,3.0,3.0,3.0,165.0,False,ITALY,Piedmont,Turin,Torino,TURIN,True,True,,,,,45.0792,7.6761,"Five-year degree in Management Engineering. Worked in the Consulting sector. Last held the role of software developer. with [1-3] years of experience. Key skills include: BLOCKCHAIN, HTML, CSS, JS, PHP, MS PROJECT, EXCEL, OFFICE, JAVASCRIPT, CSS, HTML, PROJECT MAANAGEMENT.",,
2457,in selection,31 - 35 years,TURIN » Turin ~ Piedmont,Male,False,"C, BASH, C++, HARDWARE, FIRMWARE, MATLAB, PYTHON , C++, PYTHON , C++,C, MATLAB, BASH SCRIPTING",electronic Engineering,Five-year degree,[7-10],Others,graduating student,[2020],,,,,2.0,,,,,,,,,,27000.0,2.0,2.5,2.5,2.5,2.5,2.5,3.25,346.5,False,ITALY,Piedmont,Turin,Torino,TURIN,True,True,,,,,45.0792,7.6761,"Five-year degree in electronic Engineering. Worked in the Others sector. Last held the role of graduating student. with [7-10] years of experience. Key skills include: C, BASH, C++, HARDWARE, FIRMWARE, MATLAB, PYTHON , C++, PYTHON , C++,C, MATLAB, BASH SCRIPTING.",,
2518,qm,< 20 years,SOLARO » Milan ~ Lombardy,Male,False,"MATLAB,SIMULINK, MECHATRONICS, PYTHON, SOLIDWORKS, INVENTOR, ANSYS,MATLAB",Mechanical engineering,Five-year degree,[5-7],Others,mechanical design engineer,[2023],,,,,2.0,,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,3.0,591.5,False,ITALY,Lombardy,Milan,Solaro,SOLARO,True,True,,,,,45.615,9.0839,"Five-year degree in Mechanical engineering. Worked in the Others sector. Last held the role of mechanical design engineer. with [5-7] years of experience. Key skills include: MATLAB,SIMULINK, MECHATRONICS, PYTHON, SOLIDWORKS, INVENTOR, ANSYS,MATLAB.",,
2570,in selection,26 - 30 years,NOEPOLI » Power ~ Basilicata,Male,False,AUTOCAD,Energy and Nuclear Engineering,Five-year degree,[0-1],Energy,energy engineer - thermo technician,[2022],,,,,2.2,,,,,,,,,21000.0,,1.8,2.2,2.8,2.8,2.4,2.6,2.6,743.2,False,ITALY,Basilicata,Power,Noepoli,NOEPOLI,True,True,,,,,40.08705,16.32834,Five-year degree in Energy and Nuclear Engineering. Worked in the Energy sector. Last held the role of energy engineer - thermo technician. with [0-1] years of experience. Key skills include: AUTOCAD.,,
2589,in selection,26 - 30 years,TURIN » Turin ~ Piedmont,Male,False,,Mechanical engineering,Five-year degree,[1-3],,,[2020],,,,,2.0,,,,,,,,,,,1.0,2.0,2.0,2.0,2.0,1.0,2.0,631.0,False,ITALY,Piedmont,Turin,Torino,TURIN,True,True,,,,,45.0792,7.6761,Five-year degree in Mechanical engineering. with [1-3] years of experience.,,
2690,hired,26 - 30 years,FELIZZANO » Alessandria ~ Piedmont,Male,False,"CAN, NX, SOLIDWORKS, PIQ2 CASTLE, MATLAB, RACE",Mechanical engineering,Five-year degree,[0],,,[2021],Homologation Engineer,Turin,Engineering,Junior Consultant,2.3333333333333335,"main activities: analysis of homologation documentation and understanding of automotive requirements. check technical documentation on homologation and vehicles. detailed planning of the activity agreed with engineering, testing & validation, quality and homologation with the availability of the necessary components / information / test data. complete compilation of technical documentation, test reports and certificates of conformity according to the specific methods of each directive and regulation of the technical characteristics of the vehicle. sharing and approval of documentation with the respective competent functions such as engineering, testing and quality. management interface on multiple engineering bodies on technical information / drawings / test results / certifications consultation of automotive approval documents","recent graduate in automotive engineering or equivalent (mechanical engineering, electronic engineering) good aptitude for problem solving and brainstorming previous experience in the automotive sector good knowledge of microsoft office (word, excel, powerpoint) knowledge of the google platform (gmail, google drive and google meet) excellent management activity for interfacing multiple engineering bodies. enthusiasm and desire to grow in the automotive sector complete the profile.",[0-1],23000.0,25000.0,Three-year degree,Automotive Engineering,Turin,,,2.0,2.0,2.3333333333333335,2.3333333333333335,2.3333333333333335,2.3333333333333335,3.0,510.0,True,ITALY,Piedmont,Alessandria,Felizzano,FELIZZANO,True,True,45.0792,7.6761,45.0792,7.6761,44.89935,8.43584,"Five-year degree in Mechanical engineering. with [0] years of experience. Key skills include: CAN, NX, SOLIDWORKS, PIQ2 CASTLE, MATLAB, RACE.",63.15981464170759,63.15981464170759
2715,in selection,26 - 30 years,SPARONE » Turin ~ Piedmont,Male,False,"., NX SIEMENS, MATLAB, SIMULINK, LT SPICE",Mechanical engineering,Three-year degree,[1-3],,,[2021],,,,,2.0,,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,1.0,3.0,202.0,False,ITALY,Piedmont,Turin,Sparone,SPARONE,True,True,,,,,45.41442,7.54516,"Three-year degree in Mechanical engineering. with [1-3] years of experience. Key skills include: ., NX SIEMENS, MATLAB, SIMULINK, LT SPICE.",,
2953,imported,26 - 30 years,PINEROLO » Turin ~ Piedmont,Male,False,"CLOUD, TERRAFORM, PYTHON",computer engineering,Five-year degree,[0],,,[2022],,,,,2.0,,,,,,,,,,,3.0,2.0,3.0,3.0,2.0,2.0,3.0,830.0,False,ITALY,Piedmont,Turin,Pinerolo,PINEROLO,True,True,,,,,44.8873,7.3319,"Five-year degree in computer engineering. with [0] years of experience. Key skills include: CLOUD, TERRAFORM, PYTHON.",,
2961,qm,26 - 30 years,TURIN » Turin ~ Piedmont,Male,False,"CSS, JAVASCRIPT, KOTLIN, PHP, ,, ANDROID, JAVA, KOTLIN, IOT",Other scientific subjects,High school graduation,[1-3],Others,android developer,[2022],,,,,2.0,,,,,,,,,,,2.0,1.3333333333333333,1.6666666666666667,2.0,1.6666666666666667,1.3333333333333333,2.6666666666666665,900.0,False,ITALY,Piedmont,Turin,Torino,TURIN,True,True,,,,,45.0792,7.6761,"High school graduation in Other scientific subjects. Worked in the Others sector. Last held the role of android developer. with [1-3] years of experience. Key skills include: CSS, JAVASCRIPT, KOTLIN, PHP, ,, ANDROID, JAVA, KOTLIN, IOT.",,
3008,hired,< 20 years,MILAN » Milan ~ Lombardy,Male,False,,Electrical Engineering,master's degree,[0],Energy,fresh graduate,[2021],,Milan,Engineering,Junior Consultant,3.0,,,,,,,,,,,3.0,2.5,3.5,3.0,2.5,3.5,3.5,774.0,True,ITALY,Lombardy,Milan,Milano,MILAN,True,True,45.4669,9.19,,,45.4669,9.19,master's degree in Electrical Engineering. Worked in the Energy sector. Last held the role of fresh graduate. with [0] years of experience.,,0.0
3036,hired,26 - 30 years,TURIN » Turin ~ Piedmont,Male,False,,electronic Engineering,Five-year degree,[0],,,[2021],V&V Engineer,Turin,Engineering,Junior Consultant,2.5,avionics hw/sw validation for satellites? do you support the avionics team in the analysis of the results of the tests run on the atb and pfm? contribute to the preparation of the engineering evaluation report of the tests and then qualification review documentation. ? support the avionics engineering in the troubleshooting and tests definition? support/participate in meetings and reviews answering to comments on the provided documentation? support to stb and pfm test activities,"c/c++ knowledge of avionics software validation methodologies, also in the aeronautical context",[1-3],29000.0,33000.0,Five-year degree,Aeronautical/Aerospace/Astronautics Engineering,Turin,,,2.0,2.5,2.5,2.0,2.5,3.0,3.5,392.0,True,ITALY,Piedmont,Turin,Torino,TURIN,True,True,45.0792,7.6761,45.0792,7.6761,45.0792,7.6761,Five-year degree in electronic Engineering. with [0] years of experience.,0.0,0.0
3107,in selection,> 45 years,MILAN » Milan ~ Lombardy,Male,False,"-, VMWARE, LINUX, RED HAT 6/7",Informatics,High school graduation,[5-7],Telecom,linux system engineer,[2021],,,,,1.5,,,,,,,,,,,2.5,2.0,2.0,1.5,2.0,1.5,3.0,1041.0,False,ITALY,Lombardy,Milan,Milano,MILAN,True,True,,,,,45.4669,9.19,"High school graduation in Informatics. Worked in the Telecom sector. Last held the role of linux system engineer. with [5-7] years of experience. Key skills include: -, VMWARE, LINUX, RED HAT 6/7.",,
3238,in selection,26 - 30 years,TAURISANO » Lecce ~ Puglia,Male,False,"TESTING, X",Biomedical Engineering,Three-year degree,[0],Others,fresh graduate,[2019],,,,,2.0,,,,,,,,,,,1.0,2.0,2.0,2.0,3.0,3.0,3.0,1159.0,False,ITALY,Puglia,Lecce,Taurisano,TAURISANO,True,True,,,,,39.9568,18.22,"Three-year degree in Biomedical Engineering. Worked in the Others sector. Last held the role of fresh graduate. with [0] years of experience. Key skills include: TESTING, X.",,
3261,in selection,26 - 30 years,TURIN » Turin ~ Piedmont,Male,False,"REGULATIONS, PRODUCTION, QUALITY",Management Engineering,Five-year degree,[0-1],Automotive,quality management intern,[2022],,,,,2.0,,,,,,,,,,,1.5,2.0,2.0,1.5,2.0,3.0,3.0,646.5,False,ITALY,Piedmont,Turin,Torino,TURIN,True,True,,,,,45.0792,7.6761,"Five-year degree in Management Engineering. Worked in the Automotive sector. Last held the role of quality management intern. with [0-1] years of experience. Key skills include: REGULATIONS, PRODUCTION, QUALITY.",,
3287,hired,40 - 45 years,ROME » Rome ~ Lazio,Male,False,"GIS, JAVA, LINUX,, SW, SW ENGINEER; GIS",computer engineering,Five-year degree,[+10],Services and Information Systems,senior software engineer,[2019],COPERNICUS SW Development,Rome,Engineering,Qualified Consultant,3.0,"software development, unit testing, integration testing, system testing and validation, as well as drafting documentation for some components as part of the cscda (copernicus space component data access) project. the activities in general concern the evolution of the portal for managing orders, users and access rights to the products and the catalog for accessing the products. the project documentation relating to the components to be developed, the drafting of which is an integral part of the activities covered by this document, is in english. in particular, the development activities will concern one or more of the main components of the system: • panda • spdm • spdm requests core • ocqc • adv • um-sso in particular, integration with the most updated versions of the cots in use such as liferay7 is required and vaadin 8. in more detail, the following main activities are planned for the realization of the components listed above. front end (web): • java portlet / web application development (required skills: java and javascript; experience of open source tools for the development of portals, e.g. liferay and cms tools; experience of web application frameworks, e.g. gwt , vaadin; experience with jsr 186 and jsr 268 specifications; single sign-on authentication technologies, e.g. shibboleth) • integration of gis systems using open source software (required skills: openlayers, google maps api v3, geotools libraries and gdal, geoserver) • support of the validation and production activities and maintenance of the specification documents of the developed software modules (required skills: software life cycle standards and best practices, ecss, scrum) back end (db): • design, administration and use of dbms with geospatial extension and related libraries for accessing/writing data based on orm hibernate / hibernate spatial, experience with postgresql and postgis required • configuration and use of the linux operating system and implementation of shell scripts (bash, python, etc.) • creation of java parsers of data contained in textual (word) or structured (xml, json) files, and related writing operations on files • support of validation and production activities and maintenance of specification documents of the developed software modules (required skills: software life cycle standards and best practices, ecss, scrum). the resource will mainly deal with the preparation of tests via a test automation system and their execution for the main components. it will also participate in the development of the application, which also includes a cartographic part that integrates services offered by third-party wms/wmts servers. the application uses libraries for geospatial database access, implemented via hibernate and hibernate spatial. the application also uses libraries for integration with web services exposed by third parties. the protocols used will be: - ogc hma - ogc sps - proprietary apis knowledge of ogc protocols is an advantage. for carrying out the activities in question, the following technical skills are expected to be most relevant, of which the minimum level of knowledge is specified: 1. skills: advanced knowledge of linux operating system, especially for • filesystem integrity and permissions • management of active processes • apache httpd service configuration / activation level: proficient 2. competence: advanced knowledge of java and javascript level: proficient 3. competence: advanced knowledge of liferay > 7.x platform (familiarity with building and deploying modules management) level: proficient 4. competence: - xml and schema definition (xsd), json - data binding tools (eg level: proficient 7. competence: dbms: postgresql postgis level: intermediate 8. competence: knowledge of typical ticketing systems (jira, servicenow) basic english + suite office level: proficient 9. competence: • knowledge of the operational software lifecycle and best practices • development environment (eclipse, svn, maven) level: proficient 10. competence: knowledge of containers, microservices and devops deployment systems level: intermediate",the required profile is: verification and validation engineer/software testing/sw,[1-3],25000.0,33000.0,Five-year degree,Informatics,Rome,35000.0,37000.0,3.0,2.3333333333333335,3.0,2.3333333333333335,2.6666666666666665,2.0,2.6666666666666665,154.25,True,ITALY,Lazio,Rome,Roma,ROME,True,True,41.8931,12.4828,41.8931,12.4828,41.8931,12.4828,"Five-year degree in computer engineering. Worked in the Services and Information Systems sector. Last held the role of senior software engineer. with [+10] years of experience. Key skills include: GIS, JAVA, LINUX,, SW, SW ENGINEER; GIS.",0.0,0.0
